"Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol","description"
"ENSG00000001617",1673.73115997598,0.68746447569702,0.26920723908924,2.55366266532354,0.0106596474415848,0.199212561781881,"SEMA3F","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:HGNC Symbol;Acc:10728]"
"ENSG00000005075",466.509130034627,0.520816792729904,0.185884071458181,2.80183658903272,0.00508126044402837,0.148259791174851,"POLR2J","polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa [Source:HGNC Symbol;Acc:9197]"
"ENSG00000006016",990.333355367708,1.7085412294691,0.57739249423541,2.95906380239939,0.00308575206788303,0.120991343177801,"CRLF1","cytokine receptor-like factor 1 [Source:HGNC Symbol;Acc:2364]"
"ENSG00000006118",1510.89878487393,0.812440395265765,0.292908615068526,2.7736992135779,0.00554228952997401,0.153980638255621,"TMEM132A","transmembrane protein 132A [Source:HGNC Symbol;Acc:31092]"
"ENSG00000007001",5.93111480160403,1.266647349147,0.492606612126379,2.57131617393321,0.0101312785260052,0.195340156748595,"UPP2","uridine phosphorylase 2 [Source:HGNC Symbol;Acc:23061]"
"ENSG00000007080",421.982540748942,0.797844186199373,0.246241135325323,3.2400930297259,0.00119490707949269,0.0788638672465176,"CCDC124","coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:25171]"
"ENSG00000008118",91.7211363171805,-0.663004868897934,0.201986911783386,-3.28241499928941,0.00102922010080606,0.0744999303941913,"CAMK1G","calcium/calmodulin-dependent protein kinase IG [Source:HGNC Symbol;Acc:14585]"
"ENSG00000008735",205.506456091914,1.28303168816924,0.393069282644974,3.26413623454798,0.00109798356186098,0.0771816300400204,"MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:6883]"
"ENSG00000009694",669.808823990013,1.28392543117764,0.448138771283321,2.86501752013311,0.00416986170851474,0.137449950012194,"TENM1","teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:8117]"
"ENSG00000011332",41.0753349700392,1.20283133281601,0.410688505575021,2.92881664932862,0.00340255065372922,0.12427735106992,"DPF1","D4, zinc and double PHD fingers family 1 [Source:HGNC Symbol;Acc:20225]"
"ENSG00000011451",1062.1238451945,0.551341884909034,0.202757082593818,2.71922380148631,0.00654353176786025,0.164107486322095,"WIZ","widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:30917]"
"ENSG00000012124",697.562431565221,-0.996894848951381,0.266374400690852,-3.74245740719039,0.000182229427281309,0.0339024690054236,"CD22","CD22 molecule [Source:HGNC Symbol;Acc:1643]"
"ENSG00000012211",478.358020377078,0.533433634737567,0.19117998557811,2.79021694203247,0.00526727349092088,0.151026113056453,"PRICKLE3","prickle homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:6645]"
"ENSG00000013275",4675.85232359539,0.562380551542712,0.166245500093057,3.38283172313185,0.000717425768863761,0.0642193072950643,"PSMC4","proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:HGNC Symbol;Acc:9551]"
"ENSG00000013293",6.31229219065617,4.1551470869418,1.23640346322407,3.36067247507278,0.000777529677348078,0.0663888102883529,"SLC7A14","solute carrier family 7, member 14 [Source:HGNC Symbol;Acc:29326]"
"ENSG00000013573",1720.88237482422,0.576298685109741,0.20252583080047,2.84555645485792,0.00443338999755264,0.141810145842769,"DDX11","DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:HGNC Symbol;Acc:2736]"
"ENSG00000013810",1308.81227225986,0.694609782112444,0.222673015558545,3.11941606561581,0.00181209880634212,0.0982575211498369,"TACC3","transforming, acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:11524]"
"ENSG00000015520",37.6576530429944,1.76025229415658,0.49222406991656,3.57611990501597,0.000348731747934778,0.0487504197849639,"NPC1L1","NPC1-like 1 [Source:HGNC Symbol;Acc:7898]"
"ENSG00000016082",39.5101901269391,3.54614362149448,0.776317154316173,4.56790578667316,4.92621350323241e-06,0.00350506098332429,"ISL1","ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:6132]"
"ENSG00000016602",203.592392208939,4.6940696571759,0.770995259235493,6.08832492930043,1.14098127116536e-09,5.547450940406e-06,"CLCA4","chloride channel accessory 4 [Source:HGNC Symbol;Acc:2018]"
"ENSG00000021826",2817.72432119894,1.94581077458757,0.587620914616839,3.31133682649186,0.000928513731347412,0.0705380275282987,"CPS1","carbamoyl-phosphate synthase 1, mitochondrial [Source:HGNC Symbol;Acc:2323]"
"ENSG00000034063",452.877059791533,0.766708030554791,0.266188810304068,2.88031653050697,0.003972760986512,0.134256223842639,"UHRF1","ubiquitin-like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:12556]"
"ENSG00000044524",888.536466667798,-1.10592434428165,0.299986065372738,-3.686585718265,0.000227282908251282,0.0389844982218368,"EPHA3","EPH receptor A3 [Source:HGNC Symbol;Acc:3387]"
"ENSG00000054803",117.038234447806,-1.21425077209986,0.422558451269094,-2.8735687771787,0.00405862697642587,0.135777271834916,"CBLN4","cerebellin 4 precursor [Source:HGNC Symbol;Acc:16231]"
"ENSG00000056291",17.520872487359,-2.04731650970455,0.689470706626366,-2.96940318135084,0.00298378822006075,0.120055456183744,"NPFFR2","neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:4525]"
"ENSG00000056487",13.9704001978866,2.08917405600484,0.646045613510064,3.23378723160744,0.00122160427361018,0.0795971508255133,"PHF21B","PHD finger protein 21B [Source:HGNC Symbol;Acc:25161]"
"ENSG00000059915",111.154434977653,0.764221983581208,0.296082143265437,2.5811147377979,0.00984818444915195,0.193592477594785,"PSD","pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:9507]"
"ENSG00000062822",489.650401515548,0.712249367674062,0.236466454347436,3.01205246908961,0.00259487741761238,0.114174606374945,"POLD1","polymerase (DNA directed), delta 1, catalytic subunit [Source:HGNC Symbol;Acc:9175]"
"ENSG00000063015",10.578223327363,1.46758913565951,0.517838308848526,2.83406830005077,0.00459595079864093,0.144456328293432,"SEZ6","seizure related 6 homolog (mouse) [Source:HGNC Symbol;Acc:15955]"
"ENSG00000063241",629.049837453225,0.578562561553271,0.195811404559037,2.95469287325823,0.00312980451669335,0.121091057507929,"ISOC2","isochorismatase domain containing 2 [Source:HGNC Symbol;Acc:26278]"
"ENSG00000063245",1371.87007640165,0.528403586560394,0.180579529758596,2.92615440557841,0.00343180562998288,0.12427735106992,"EPN1","epsin 1 [Source:HGNC Symbol;Acc:21604]"
"ENSG00000063660",1967.52812521749,1.13554097589328,0.384031761845453,2.95689338412133,0.00310755548426275,0.121091057507929,"GPC1","glypican 1 [Source:HGNC Symbol;Acc:4449]"
"ENSG00000064218",79.698468655458,1.87354617459862,0.632973288835061,2.95991348710265,0.00307725443445178,0.120905505895315,"DMRT3","doublesex and mab-3 related transcription factor 3 [Source:HGNC Symbol;Acc:13909]"
"ENSG00000064545",447.300500357194,0.653483205860435,0.247412528202942,2.64126966652396,0.00825959480836902,0.180779573273527,"TMEM161A","transmembrane protein 161A [Source:HGNC Symbol;Acc:26020]"
"ENSG00000065054",1003.67106340437,0.794249232329158,0.309728223601803,2.5643424518854,0.0103371497121272,0.196889244785987,"SLC9A3R2","solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2 [Source:HGNC Symbol;Acc:11076]"
"ENSG00000065057",256.289246824516,0.774244356236378,0.258697882105245,2.99285154534584,0.00276384154028683,0.117020007856672,"NTHL1","nth endonuclease III-like 1 (E. coli) [Source:HGNC Symbol;Acc:8028]"
"ENSG00000065320",744.901438200557,0.87134404416416,0.337394761673842,2.58256541933655,0.00980687675423684,0.193573042797864,"NTN1","netrin 1 [Source:HGNC Symbol;Acc:8029]"
"ENSG00000066382",161.947118679711,1.09828033391478,0.41257192057683,2.66203364586528,0.00776701143180107,0.176738890396646,"MPPED2","metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:1180]"
"ENSG00000069482",46.4600552643504,1.98982550143007,0.595001555906737,3.34423579514466,0.000825095773168161,0.0676562802322061,"GAL","galanin/GMAP prepropeptide [Source:HGNC Symbol;Acc:4114]"
"ENSG00000070886",3.99590003800356,3.09179976456007,0.997223252215166,3.10040881787719,0.00193253705030239,0.100491926615724,"EPHA8","EPH receptor A8 [Source:HGNC Symbol;Acc:3391]"
"ENSG00000070985",6.44762253277918,3.29519859565615,0.777382121807492,4.23884020897532,2.24677501830311e-05,0.00913191013076816,"TRPM5","transient receptor potential cation channel, subfamily M, member 5 [Source:HGNC Symbol;Acc:14323]"
"ENSG00000072041",397.563517260592,5.38305652439206,0.814098108414967,6.61229459784984,3.7840797637555e-11,3.67963916227585e-07,"SLC6A15","solute carrier family 6 (neutral amino acid transporter), member 15 [Source:HGNC Symbol;Acc:13621]"
"ENSG00000072080",20.6222913732145,2.12832821800866,0.752348852319875,2.82891136398486,0.00467066326658922,0.14562353137177,"SPP2","secreted phosphoprotein 2, 24kDa [Source:HGNC Symbol;Acc:11256]"
"ENSG00000072694",1297.31475956126,-0.550290180359664,0.19021986184366,-2.89291651789729,0.00381682731027808,0.131924746795536,"FCGR2B","Fc fragment of IgG, low affinity IIb, receptor (CD32) [Source:HGNC Symbol;Acc:3618]"
"ENSG00000073737",826.214450137992,-0.800922465882762,0.297697633446308,-2.69038909248573,0.00713687532814174,0.168890980810982,"DHRS9","dehydrogenase/reductase (SDR family) member 9 [Source:HGNC Symbol;Acc:16888]"
"ENSG00000073754",23.1337419015596,1.60570098037773,0.545198163629608,2.94516945854682,0.00322777826446843,0.122118094280783,"CD5L","CD5 molecule-like [Source:HGNC Symbol;Acc:1690]"
"ENSG00000073849",11632.0003447349,-1.04316663626086,0.193002679226839,-5.40493344672594,6.48324610888648e-08,0.000126086170325624,"ST6GAL1","ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 [Source:HGNC Symbol;Acc:10860]"
"ENSG00000075043",7.61710333858095,4.09108051470665,1.15655419371283,3.53730118047755,0.000404238408512245,0.0519514363526914,"KCNQ2","potassium voltage-gated channel, KQT-like subfamily, member 2 [Source:HGNC Symbol;Acc:6296]"
"ENSG00000077348",393.373399121758,0.850753739371979,0.255133919112523,3.33453796473359,0.000854412362093314,0.0688533630579728,"EXOSC5","exosome component 5 [Source:HGNC Symbol;Acc:24662]"
"ENSG00000078295",177.962905776834,1.48683462775117,0.474261124086751,3.13505483000374,0.00171821993511171,0.0956563205096923,"ADCY2","adenylate cyclase 2 (brain) [Source:HGNC Symbol;Acc:233]"
"ENSG00000078725",374.111412969426,1.66064181937295,0.591648770954771,2.80680346329985,0.00500357590150245,0.147737162144362,"BRINP1","bone morphogenetic protein/retinoic acid inducible neural-specific 1 [Source:HGNC Symbol;Acc:2687]"
"ENSG00000078898",94.7947277856176,2.88286842732957,0.841880314054422,3.4243209862527,0.000616337755329582,0.0613645221790941,"BPIFB2","BPI fold containing family B, member 2 [Source:HGNC Symbol;Acc:16177]"
"ENSG00000079215",2516.06033383305,-1.34032603977128,0.244337543520416,-5.48555093277872,4.12182771752525e-08,8.58871129826046e-05,"SLC1A3","solute carrier family 1 (glial high affinity glutamate transporter), member 3 [Source:HGNC Symbol;Acc:10941]"
"ENSG00000079257",1785.38440904138,-0.506517167289102,0.18053842704293,-2.80559200379352,0.00502242409970342,0.147803357864507,"LXN","latexin [Source:HGNC Symbol;Acc:13347]"
"ENSG00000079313",440.521153398438,0.578981990605006,0.195550217696827,2.9607841782239,0.00306856885969505,0.120804710897468,"REXO1","REX1, RNA exonuclease 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24616]"
"ENSG00000079462",517.576465178925,0.899800407670717,0.24665231771351,3.6480517029475,0.000264236471618429,0.0430631639667754,"PAFAH1B3","platelet-activating factor acetylhydrolase 1b, catalytic subunit 3 (29kDa) [Source:HGNC Symbol;Acc:8576]"
"ENSG00000079841",119.800594782449,1.48562539216004,0.464555255026071,3.19795196822533,0.00138407331545505,0.0857243880221968,"RIMS1","regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:17282]"
"ENSG00000080709",90.0432436074211,0.751942437871417,0.25946343510574,2.89806707278416,0.00375470282659333,0.131297523182357,"KCNN2","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2 [Source:HGNC Symbol;Acc:6291]"
"ENSG00000081138",19.3443227364876,2.74853878912716,0.82551731849462,3.32947441264986,0.000870100585475027,0.0689278228340215,"CDH7","cadherin 7, type 2 [Source:HGNC Symbol;Acc:1766]"
"ENSG00000081985",381.814226059622,1.1539383958218,0.391052594014789,2.95085217048365,0.00316898548990253,0.122118094280783,"IL12RB2","interleukin 12 receptor, beta 2 [Source:HGNC Symbol;Acc:5972]"
"ENSG00000083807",139.618560946627,0.726332413998367,0.205865063896457,3.52819657814153,0.000418401314503077,0.0523845628613037,"SLC27A5","solute carrier family 27 (fatty acid transporter), member 5 [Source:HGNC Symbol;Acc:10999]"
"ENSG00000086717",96.415957607627,-1.2283505398392,0.351064968675104,-3.49892655047559,0.000467135243324282,0.0551711308431416,"PPEF1","protein phosphatase, EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:9243]"
"ENSG00000087250",5.49641557482767,2.19007165496983,0.742363442116543,2.95013403236256,0.00317636100661085,0.122118094280783,"MT3","metallothionein 3 [Source:HGNC Symbol;Acc:7408]"
"ENSG00000087494",3054.69182284226,2.07805407867379,0.609698010560913,3.40833337599709,0.000653609887928976,0.0627207488508688,"PTHLH","parathyroid hormone-like hormone [Source:HGNC Symbol;Acc:9607]"
"ENSG00000089116",13.9110435657702,3.08019366122946,0.812737326019992,3.7899005774883,0.000150707593730458,0.0307443491210133,"LHX5","LIM homeobox 5 [Source:HGNC Symbol;Acc:14216]"
"ENSG00000089169",14.3784757873022,-1.03466762772254,0.358626238333091,-2.88508624614785,0.00391306445634609,0.13354043807076,"RPH3A","rabphilin 3A homolog (mouse) [Source:HGNC Symbol;Acc:17056]"
"ENSG00000089199",594.428393459395,1.76562550204049,0.62087100863207,2.84378796479899,0.0044580704361026,0.14198066776644,"CHGB","chromogranin B (secretogranin 1) [Source:HGNC Symbol;Acc:1930]"
"ENSG00000089250",253.420271356095,-2.02964420807222,0.528459612897532,-3.84067989026394,0.000122694023103318,0.0270832666847008,"NOS1","nitric oxide synthase 1 (neuronal) [Source:HGNC Symbol;Acc:7872]"
"ENSG00000090372",1947.80560072492,0.540679567195283,0.182822756253981,2.95739752683829,0.00310247851996645,0.121091057507929,"STRN4","striatin, calmodulin binding protein 4 [Source:HGNC Symbol;Acc:15721]"
"ENSG00000090932",34.5659744577329,3.30010614161518,0.702496438990192,4.69768380087298,2.63128364436726e-06,0.00208124452943451,"DLL3","delta-like 3 (Drosophila) [Source:HGNC Symbol;Acc:2909]"
"ENSG00000090971",432.367521174577,0.596008835383783,0.179102421871395,3.32775419313843,0.000875490774673346,0.0690265321047861,"NAT14","N-acetyltransferase 14 (GCN5-related, putative) [Source:HGNC Symbol;Acc:28918]"
"ENSG00000091181",105.063196883486,-0.812509516448441,0.296809998724106,-2.73747353506003,0.00619131014086468,0.16137726267392,"IL5RA","interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]"
"ENSG00000092054",4.58537347096209,2.0780629445619,0.708969603783885,2.931103016929,0.00337760754392266,0.124198135681932,"MYH7","myosin, heavy chain 7, cardiac muscle, beta [Source:HGNC Symbol;Acc:7577]"
"ENSG00000092529",124.540012439715,-0.634301346136118,0.233525859761775,-2.71619317356623,0.00660373743527726,0.164420504607341,"CAPN3","calpain 3, (p94) [Source:HGNC Symbol;Acc:1480]"
"ENSG00000095303",2140.08396418437,-0.590538525876349,0.193640109196861,-3.04967048575659,0.00229092566584435,0.108140588226555,"PTGS1","prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) [Source:HGNC Symbol;Acc:9604]"
"ENSG00000095627",78.6636130614979,2.30845014881994,0.585158042041792,3.94500285899697,7.97990265077408e-05,0.0217560486101291,"TDRD1","tudor domain containing 1 [Source:HGNC Symbol;Acc:11712]"
"ENSG00000095932",26.5163864141706,1.46823185658627,0.479874397908055,3.05961698099925,0.00221620218704808,0.107215671974405,"C19orf77","chromosome 19 open reading frame 77 [Source:HGNC Symbol;Acc:37244]"
"ENSG00000097021",719.597863733085,0.619139341102966,0.205662535926287,3.01046244671842,0.00260850201953407,0.114385121405101,"ACOT7","acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:24157]"
"ENSG00000099795",561.641123000749,0.802567772035651,0.286013923251748,2.80604441528965,0.00501537786810528,0.147803357864507,"NDUFB7","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa [Source:HGNC Symbol;Acc:7702]"
"ENSG00000099800",568.789174064997,0.674389143637152,0.228145054797171,2.95596651979464,0.00311690923200892,0.121091057507929,"TIMM13","translocase of inner mitochondrial membrane 13 homolog (yeast) [Source:HGNC Symbol;Acc:11816]"
"ENSG00000099889",374.489616399816,0.678859231967419,0.251497269265049,2.69927078711929,0.00694916073598466,0.167116307777679,"ARVCF","armadillo repeat gene deleted in velocardiofacial syndrome [Source:HGNC Symbol;Acc:728]"
"ENSG00000099977",29.4366085390848,0.706965343460901,0.257448243412082,2.74604842546664,0.00603178596731828,0.159817675057774,"DDT","D-dopachrome tautomerase [Source:HGNC Symbol;Acc:2732]"
"ENSG00000100095",62.8714091684418,2.65035112449869,0.597361275496884,4.4367642048677,9.13212316841029e-06,0.0049247218382725,"SEZ6L","seizure related 6 homolog (mouse)-like [Source:HGNC Symbol;Acc:10763]"
"ENSG00000100142",900.357311688674,0.505186607371079,0.162412317365883,3.11051905153839,0.00186758847806871,0.0992373243756294,"POLR2F","polymerase (RNA) II (DNA directed) polypeptide F [Source:HGNC Symbol;Acc:9193]"
"ENSG00000100285",215.500645858345,1.40131358367399,0.414910697306309,3.37738600805336,0.000731782772937274,0.0652123089642948,"NEFH","neurofilament, heavy polypeptide [Source:HGNC Symbol;Acc:7737]"
"ENSG00000100314",18.1108700354873,1.78014180768551,0.481516107409451,3.69695173285613,0.000218203809463354,0.0383460333112347,"CABP7","calcium binding protein 7 [Source:HGNC Symbol;Acc:20834]"
"ENSG00000100593",19.0099742438267,2.24780665432031,0.685215847799819,3.28043588241261,0.001036468203824,0.0744999303941913,"ISM2","isthmin 2 [Source:HGNC Symbol;Acc:23176]"
"ENSG00000100604",158.969783251849,3.15345006464097,0.835508109986138,3.77429019174128,0.000160463888580307,0.0318438949501002,"CHGA","chromogranin A (parathyroid secretory protein 1) [Source:HGNC Symbol;Acc:1929]"
